plan_id,title,calories,tags,ingredients,instructions
351,chicken breast + sweet potato + spinach & zucchini,527,"Mediterranean, Low Fat","chicken breast, sweet potato, spinach, zucchini, olive oil, salt, pepper","Cook the chicken breast and sweet potato separately. Sauté the spinach and zucchini. Combine all and season with olive oil, salt, and pepper."
352,chicken breast + brown rice + broccoli & zucchini,470,"Plant-Based, Low Carb","chicken breast, brown rice, broccoli, zucchini, olive oil, salt, pepper","Cook the chicken breast and brown rice separately. Sauté the broccoli and zucchini. Combine all and season with olive oil, salt, and pepper."
353,shrimp + barley + cauliflower & spinach,375,"High Protein, Mediterranean","shrimp, barley, cauliflower, spinach, olive oil, salt, pepper","Cook the shrimp and barley separately. Sauté the cauliflower and spinach. Combine all and season with olive oil, salt, and pepper."
354,chicken breast + whole wheat pasta + kale & broccoli,319,"Mediterranean, High Protein","chicken breast, whole wheat pasta, kale, broccoli, olive oil, salt, pepper","Cook the chicken breast and whole wheat pasta separately. Sauté the kale and broccoli. Combine all and season with olive oil, salt, and pepper."
355,eggs + oats + bell peppers & carrots,432,"Plant-Based, High Protein","eggs, oats, bell peppers, carrots, olive oil, salt, pepper","Cook the eggs and oats separately. Sauté the bell peppers and carrots. Combine all and season with olive oil, salt, and pepper."
356,tofu + sweet potato + spinach & bell peppers,379,"Plant-Based, Mediterranean","tofu, sweet potato, spinach, bell peppers, olive oil, salt, pepper","Cook the tofu and sweet potato separately. Sauté the spinach and bell peppers. Combine all and season with olive oil, salt, and pepper."
357,eggs + oats + zucchini & cauliflower,492,"High Protein, Low Carb","eggs, oats, zucchini, cauliflower, olive oil, salt, pepper","Cook the eggs and oats separately. Sauté the zucchini and cauliflower. Combine all and season with olive oil, salt, and pepper."
358,lentils + brown rice + kale & cauliflower,435,"Low Carb, Mediterranean","lentils, brown rice, kale, cauliflower, olive oil, salt, pepper","Cook the lentils and brown rice separately. Sauté the kale and cauliflower. Combine all and season with olive oil, salt, and pepper."
359,eggs + sweet potato + kale & zucchini,315,"High Protein, Mediterranean","eggs, sweet potato, kale, zucchini, olive oil, salt, pepper","Cook the eggs and sweet potato separately. Sauté the kale and zucchini. Combine all and season with olive oil, salt, and pepper."
360,eggs + brown rice + kale & carrots,424,"Low Fat, High Protein","eggs, brown rice, kale, carrots, olive oil, salt, pepper","Cook the eggs and brown rice separately. Sauté the kale and carrots. Combine all and season with olive oil, salt, and pepper."
361,tofu + quinoa + kale & bell peppers,484,"Mediterranean, Plant-Based","tofu, quinoa, kale, bell peppers, olive oil, salt, pepper","Cook the tofu and quinoa separately. Sauté the kale and bell peppers. Combine all and season with olive oil, salt, and pepper."
362,tofu + oats + spinach & carrots,522,"Low Carb, Mediterranean","tofu, oats, spinach, carrots, olive oil, salt, pepper","Cook the tofu and oats separately. Sauté the spinach and carrots. Combine all and season with olive oil, salt, and pepper."
363,shrimp + brown rice + zucchini & kale,435,"High Protein, Low Carb","shrimp, brown rice, zucchini, kale, olive oil, salt, pepper","Cook the shrimp and brown rice separately. Sauté the zucchini and kale. Combine all and season with olive oil, salt, and pepper."
364,shrimp + quinoa + bell peppers & carrots,340,"Low Fat, Mediterranean","shrimp, quinoa, bell peppers, carrots, olive oil, salt, pepper","Cook the shrimp and quinoa separately. Sauté the bell peppers and carrots. Combine all and season with olive oil, salt, and pepper."
365,turkey + barley + spinach & bell peppers,343,"Plant-Based, High Protein","turkey, barley, spinach, bell peppers, olive oil, salt, pepper","Cook the turkey and barley separately. Sauté the spinach and bell peppers. Combine all and season with olive oil, salt, and pepper."
366,chicken breast + sweet potato + zucchini & kale,539,"Low Carb, High Protein","chicken breast, sweet potato, zucchini, kale, olive oil, salt, pepper","Cook the chicken breast and sweet potato separately. Sauté the zucchini and kale. Combine all and season with olive oil, salt, and pepper."
367,shrimp + sweet potato + broccoli & bell peppers,453,"Plant-Based, High Protein","shrimp, sweet potato, broccoli, bell peppers, olive oil, salt, pepper","Cook the shrimp and sweet potato separately. Sauté the broccoli and bell peppers. Combine all and season with olive oil, salt, and pepper."
368,salmon + sweet potato + spinach & cauliflower,333,"High Protein, Low Fat","salmon, sweet potato, spinach, cauliflower, olive oil, salt, pepper","Cook the salmon and sweet potato separately. Sauté the spinach and cauliflower. Combine all and season with olive oil, salt, and pepper."
369,salmon + barley + bell peppers & carrots,373,"Mediterranean, Plant-Based","salmon, barley, bell peppers, carrots, olive oil, salt, pepper","Cook the salmon and barley separately. Sauté the bell peppers and carrots. Combine all and season with olive oil, salt, and pepper."
370,chicken breast + quinoa + cauliflower & carrots,402,"Low Fat, Mediterranean","chicken breast, quinoa, cauliflower, carrots, olive oil, salt, pepper","Cook the chicken breast and quinoa separately. Sauté the cauliflower and carrots. Combine all and season with olive oil, salt, and pepper."
371,salmon + whole wheat pasta + cauliflower & bell peppers,544,"Low Carb, Mediterranean","salmon, whole wheat pasta, cauliflower, bell peppers, olive oil, salt, pepper","Cook the salmon and whole wheat pasta separately. Sauté the cauliflower and bell peppers. Combine all and season with olive oil, salt, and pepper."
372,turkey + barley + bell peppers & zucchini,314,"Plant-Based, Mediterranean","turkey, barley, bell peppers, zucchini, olive oil, salt, pepper","Cook the turkey and barley separately. Sauté the bell peppers and zucchini. Combine all and season with olive oil, salt, and pepper."
373,turkey + sweet potato + spinach & zucchini,521,"Plant-Based, Mediterranean","turkey, sweet potato, spinach, zucchini, olive oil, salt, pepper","Cook the turkey and sweet potato separately. Sauté the spinach and zucchini. Combine all and season with olive oil, salt, and pepper."
374,tofu + sweet potato + kale & cauliflower,407,"High Protein, Plant-Based","tofu, sweet potato, kale, cauliflower, olive oil, salt, pepper","Cook the tofu and sweet potato separately. Sauté the kale and cauliflower. Combine all and season with olive oil, salt, and pepper."
375,shrimp + sweet potato + broccoli & kale,411,"Plant-Based, Mediterranean","shrimp, sweet potato, broccoli, kale, olive oil, salt, pepper","Cook the shrimp and sweet potato separately. Sauté the broccoli and kale. Combine all and season with olive oil, salt, and pepper."
376,shrimp + quinoa + cauliflower & carrots,339,"Plant-Based, Low Carb","shrimp, quinoa, cauliflower, carrots, olive oil, salt, pepper","Cook the shrimp and quinoa separately. Sauté the cauliflower and carrots. Combine all and season with olive oil, salt, and pepper."
377,eggs + barley + zucchini & carrots,518,"High Protein, Low Carb","eggs, barley, zucchini, carrots, olive oil, salt, pepper","Cook the eggs and barley separately. Sauté the zucchini and carrots. Combine all and season with olive oil, salt, and pepper."
378,eggs + barley + spinach & zucchini,467,"Plant-Based, Low Fat","eggs, barley, spinach, zucchini, olive oil, salt, pepper","Cook the eggs and barley separately. Sauté the spinach and zucchini. Combine all and season with olive oil, salt, and pepper."
379,chicken breast + brown rice + carrots & kale,352,"Plant-Based, Low Carb","chicken breast, brown rice, carrots, kale, olive oil, salt, pepper","Cook the chicken breast and brown rice separately. Sauté the carrots and kale. Combine all and season with olive oil, salt, and pepper."
380,tofu + oats + bell peppers & cauliflower,349,"High Protein, Low Carb","tofu, oats, bell peppers, cauliflower, olive oil, salt, pepper","Cook the tofu and oats separately. Sauté the bell peppers and cauliflower. Combine all and season with olive oil, salt, and pepper."
381,lentils + whole wheat pasta + carrots & zucchini,350,"Low Fat, High Protein","lentils, whole wheat pasta, carrots, zucchini, olive oil, salt, pepper","Cook the lentils and whole wheat pasta separately. Sauté the carrots and zucchini. Combine all and season with olive oil, salt, and pepper."
382,salmon + oats + carrots & broccoli,483,"Low Carb, Low Fat","salmon, oats, carrots, broccoli, olive oil, salt, pepper","Cook the salmon and oats separately. Sauté the carrots and broccoli. Combine all and season with olive oil, salt, and pepper."
383,tofu + brown rice + cauliflower & spinach,547,"Plant-Based, Low Fat","tofu, brown rice, cauliflower, spinach, olive oil, salt, pepper","Cook the tofu and brown rice separately. Sauté the cauliflower and spinach. Combine all and season with olive oil, salt, and pepper."
384,salmon + whole wheat pasta + bell peppers & broccoli,453,"Plant-Based, Low Fat","salmon, whole wheat pasta, bell peppers, broccoli, olive oil, salt, pepper","Cook the salmon and whole wheat pasta separately. Sauté the bell peppers and broccoli. Combine all and season with olive oil, salt, and pepper."
385,lentils + oats + spinach & cauliflower,418,"Plant-Based, Low Fat","lentils, oats, spinach, cauliflower, olive oil, salt, pepper","Cook the lentils and oats separately. Sauté the spinach and cauliflower. Combine all and season with olive oil, salt, and pepper."
386,eggs + barley + bell peppers & broccoli,438,"Plant-Based, Low Carb","eggs, barley, bell peppers, broccoli, olive oil, salt, pepper","Cook the eggs and barley separately. Sauté the bell peppers and broccoli. Combine all and season with olive oil, salt, and pepper."
387,tofu + quinoa + spinach & cauliflower,399,"Plant-Based, High Protein","tofu, quinoa, spinach, cauliflower, olive oil, salt, pepper","Cook the tofu and quinoa separately. Sauté the spinach and cauliflower. Combine all and season with olive oil, salt, and pepper."
388,chicken breast + sweet potato + broccoli & cauliflower,544,"Mediterranean, High Protein","chicken breast, sweet potato, broccoli, cauliflower, olive oil, salt, pepper","Cook the chicken breast and sweet potato separately. Sauté the broccoli and cauliflower. Combine all and season with olive oil, salt, and pepper."
389,salmon + whole wheat pasta + kale & spinach,528,"Low Fat, High Protein","salmon, whole wheat pasta, kale, spinach, olive oil, salt, pepper","Cook the salmon and whole wheat pasta separately. Sauté the kale and spinach. Combine all and season with olive oil, salt, and pepper."
390,tofu + sweet potato + cauliflower & zucchini,335,"Mediterranean, High Protein","tofu, sweet potato, cauliflower, zucchini, olive oil, salt, pepper","Cook the tofu and sweet potato separately. Sauté the cauliflower and zucchini. Combine all and season with olive oil, salt, and pepper."
391,eggs + oats + zucchini & cauliflower,307,"High Protein, Mediterranean","eggs, oats, zucchini, cauliflower, olive oil, salt, pepper","Cook the eggs and oats separately. Sauté the zucchini and cauliflower. Combine all and season with olive oil, salt, and pepper."
392,salmon + oats + cauliflower & broccoli,521,"Plant-Based, High Protein","salmon, oats, cauliflower, broccoli, olive oil, salt, pepper","Cook the salmon and oats separately. Sauté the cauliflower and broccoli. Combine all and season with olive oil, salt, and pepper."
393,shrimp + whole wheat pasta + broccoli & spinach,423,"Mediterranean, High Protein","shrimp, whole wheat pasta, broccoli, spinach, olive oil, salt, pepper","Cook the shrimp and whole wheat pasta separately. Sauté the broccoli and spinach. Combine all and season with olive oil, salt, and pepper."
394,tofu + whole wheat pasta + broccoli & spinach,483,"Mediterranean, Low Fat","tofu, whole wheat pasta, broccoli, spinach, olive oil, salt, pepper","Cook the tofu and whole wheat pasta separately. Sauté the broccoli and spinach. Combine all and season with olive oil, salt, and pepper."
395,salmon + oats + cauliflower & carrots,337,"Mediterranean, Low Carb","salmon, oats, cauliflower, carrots, olive oil, salt, pepper","Cook the salmon and oats separately. Sauté the cauliflower and carrots. Combine all and season with olive oil, salt, and pepper."
396,lentils + whole wheat pasta + bell peppers & kale,385,"Mediterranean, High Protein","lentils, whole wheat pasta, bell peppers, kale, olive oil, salt, pepper","Cook the lentils and whole wheat pasta separately. Sauté the bell peppers and kale. Combine all and season with olive oil, salt, and pepper."
397,chicken breast + sweet potato + spinach & kale,373,"Plant-Based, Low Fat","chicken breast, sweet potato, spinach, kale, olive oil, salt, pepper","Cook the chicken breast and sweet potato separately. Sauté the spinach and kale. Combine all and season with olive oil, salt, and pepper."
398,turkey + quinoa + cauliflower & kale,421,"Low Carb, Mediterranean","turkey, quinoa, cauliflower, kale, olive oil, salt, pepper","Cook the turkey and quinoa separately. Sauté the cauliflower and kale. Combine all and season with olive oil, salt, and pepper."
399,lentils + sweet potato + cauliflower & broccoli,497,"High Protein, Plant-Based","lentils, sweet potato, cauliflower, broccoli, olive oil, salt, pepper","Cook the lentils and sweet potato separately. Sauté the cauliflower and broccoli. Combine all and season with olive oil, salt, and pepper."
400,shrimp + brown rice + zucchini & carrots,513,"Mediterranean, Low Fat","shrimp, brown rice, zucchini, carrots, olive oil, salt, pepper","Cook the shrimp and brown rice separately. Sauté the zucchini and carrots. Combine all and season with olive oil, salt, and pepper."
401,turkey + quinoa + kale & bell peppers,433,"Low Carb, Low Fat","turkey, quinoa, kale, bell peppers, olive oil, salt, pepper","Cook the turkey and quinoa separately. Sauté the kale and bell peppers. Combine all and season with olive oil, salt, and pepper."
402,salmon + oats + zucchini & kale,470,"Low Fat, Low Carb","salmon, oats, zucchini, kale, olive oil, salt, pepper","Cook the salmon and oats separately. Sauté the zucchini and kale. Combine all and season with olive oil, salt, and pepper."
403,salmon + whole wheat pasta + cauliflower & kale,329,"Low Carb, Plant-Based","salmon, whole wheat pasta, cauliflower, kale, olive oil, salt, pepper","Cook the salmon and whole wheat pasta separately. Sauté the cauliflower and kale. Combine all and season with olive oil, salt, and pepper."
404,eggs + quinoa + bell peppers & carrots,548,"High Protein, Low Fat","eggs, quinoa, bell peppers, carrots, olive oil, salt, pepper","Cook the eggs and quinoa separately. Sauté the bell peppers and carrots. Combine all and season with olive oil, salt, and pepper."
405,chicken breast + barley + zucchini & kale,446,"Low Fat, Plant-Based","chicken breast, barley, zucchini, kale, olive oil, salt, pepper","Cook the chicken breast and barley separately. Sauté the zucchini and kale. Combine all and season with olive oil, salt, and pepper."
406,eggs + quinoa + cauliflower & spinach,340,"Low Carb, Low Fat","eggs, quinoa, cauliflower, spinach, olive oil, salt, pepper","Cook the eggs and quinoa separately. Sauté the cauliflower and spinach. Combine all and season with olive oil, salt, and pepper."
407,salmon + brown rice + kale & bell peppers,522,"Plant-Based, Low Carb","salmon, brown rice, kale, bell peppers, olive oil, salt, pepper","Cook the salmon and brown rice separately. Sauté the kale and bell peppers. Combine all and season with olive oil, salt, and pepper."
408,turkey + brown rice + cauliflower & spinach,403,"Low Carb, High Protein","turkey, brown rice, cauliflower, spinach, olive oil, salt, pepper","Cook the turkey and brown rice separately. Sauté the cauliflower and spinach. Combine all and season with olive oil, salt, and pepper."
409,salmon + quinoa + bell peppers & zucchini,333,"Mediterranean, Low Fat","salmon, quinoa, bell peppers, zucchini, olive oil, salt, pepper","Cook the salmon and quinoa separately. Sauté the bell peppers and zucchini. Combine all and season with olive oil, salt, and pepper."
410,shrimp + brown rice + kale & broccoli,448,"Low Carb, High Protein","shrimp, brown rice, kale, broccoli, olive oil, salt, pepper","Cook the shrimp and brown rice separately. Sauté the kale and broccoli. Combine all and season with olive oil, salt, and pepper."
411,lentils + brown rice + cauliflower & bell peppers,544,"Plant-Based, Low Fat","lentils, brown rice, cauliflower, bell peppers, olive oil, salt, pepper","Cook the lentils and brown rice separately. Sauté the cauliflower and bell peppers. Combine all and season with olive oil, salt, and pepper."
412,shrimp + whole wheat pasta + bell peppers & cauliflower,418,"Low Carb, Low Fat","shrimp, whole wheat pasta, bell peppers, cauliflower, olive oil, salt, pepper","Cook the shrimp and whole wheat pasta separately. Sauté the bell peppers and cauliflower. Combine all and season with olive oil, salt, and pepper."
413,shrimp + barley + bell peppers & spinach,483,"Mediterranean, Low Carb","shrimp, barley, bell peppers, spinach, olive oil, salt, pepper","Cook the shrimp and barley separately. Sauté the bell peppers and spinach. Combine all and season with olive oil, salt, and pepper."
414,salmon + whole wheat pasta + broccoli & carrots,366,"Low Fat, Plant-Based","salmon, whole wheat pasta, broccoli, carrots, olive oil, salt, pepper","Cook the salmon and whole wheat pasta separately. Sauté the broccoli and carrots. Combine all and season with olive oil, salt, and pepper."
415,shrimp + quinoa + zucchini & kale,410,"Low Fat, Plant-Based","shrimp, quinoa, zucchini, kale, olive oil, salt, pepper","Cook the shrimp and quinoa separately. Sauté the zucchini and kale. Combine all and season with olive oil, salt, and pepper."
416,eggs + quinoa + zucchini & kale,435,"Plant-Based, Low Fat","eggs, quinoa, zucchini, kale, olive oil, salt, pepper","Cook the eggs and quinoa separately. Sauté the zucchini and kale. Combine all and season with olive oil, salt, and pepper."
417,turkey + barley + carrots & bell peppers,303,"Low Fat, Low Carb","turkey, barley, carrots, bell peppers, olive oil, salt, pepper","Cook the turkey and barley separately. Sauté the carrots and bell peppers. Combine all and season with olive oil, salt, and pepper."
418,lentils + barley + kale & carrots,371,"Plant-Based, High Protein","lentils, barley, kale, carrots, olive oil, salt, pepper","Cook the lentils and barley separately. Sauté the kale and carrots. Combine all and season with olive oil, salt, and pepper."
419,turkey + sweet potato + zucchini & spinach,495,"High Protein, Mediterranean","turkey, sweet potato, zucchini, spinach, olive oil, salt, pepper","Cook the turkey and sweet potato separately. Sauté the zucchini and spinach. Combine all and season with olive oil, salt, and pepper."
420,lentils + barley + broccoli & cauliflower,383,"High Protein, Low Carb","lentils, barley, broccoli, cauliflower, olive oil, salt, pepper","Cook the lentils and barley separately. Sauté the broccoli and cauliflower. Combine all and season with olive oil, salt, and pepper."
421,eggs + barley + zucchini & broccoli,438,"High Protein, Plant-Based","eggs, barley, zucchini, broccoli, olive oil, salt, pepper","Cook the eggs and barley separately. Sauté the zucchini and broccoli. Combine all and season with olive oil, salt, and pepper."
422,turkey + brown rice + carrots & spinach,432,"Low Fat, High Protein","turkey, brown rice, carrots, spinach, olive oil, salt, pepper","Cook the turkey and brown rice separately. Sauté the carrots and spinach. Combine all and season with olive oil, salt, and pepper."
423,turkey + brown rice + zucchini & spinach,484,"Low Fat, High Protein","turkey, brown rice, zucchini, spinach, olive oil, salt, pepper","Cook the turkey and brown rice separately. Sauté the zucchini and spinach. Combine all and season with olive oil, salt, and pepper."
424,eggs + brown rice + zucchini & kale,323,"High Protein, Mediterranean","eggs, brown rice, zucchini, kale, olive oil, salt, pepper","Cook the eggs and brown rice separately. Sauté the zucchini and kale. Combine all and season with olive oil, salt, and pepper."
425,chicken breast + whole wheat pasta + spinach & kale,435,"Low Fat, Mediterranean","chicken breast, whole wheat pasta, spinach, kale, olive oil, salt, pepper","Cook the chicken breast and whole wheat pasta separately. Sauté the spinach and kale. Combine all and season with olive oil, salt, and pepper."
426,shrimp + barley + bell peppers & zucchini,415,"Plant-Based, Low Carb","shrimp, barley, bell peppers, zucchini, olive oil, salt, pepper","Cook the shrimp and barley separately. Sauté the bell peppers and zucchini. Combine all and season with olive oil, salt, and pepper."
427,lentils + oats + broccoli & carrots,379,"High Protein, Low Fat","lentils, oats, broccoli, carrots, olive oil, salt, pepper","Cook the lentils and oats separately. Sauté the broccoli and carrots. Combine all and season with olive oil, salt, and pepper."
428,shrimp + quinoa + kale & spinach,390,"Low Fat, High Protein","shrimp, quinoa, kale, spinach, olive oil, salt, pepper","Cook the shrimp and quinoa separately. Sauté the kale and spinach. Combine all and season with olive oil, salt, and pepper."
429,eggs + whole wheat pasta + carrots & spinach,340,"Mediterranean, Low Fat","eggs, whole wheat pasta, carrots, spinach, olive oil, salt, pepper","Cook the eggs and whole wheat pasta separately. Sauté the carrots and spinach. Combine all and season with olive oil, salt, and pepper."
430,tofu + quinoa + kale & cauliflower,306,"Mediterranean, Low Fat","tofu, quinoa, kale, cauliflower, olive oil, salt, pepper","Cook the tofu and quinoa separately. Sauté the kale and cauliflower. Combine all and season with olive oil, salt, and pepper."
431,shrimp + oats + spinach & kale,510,"High Protein, Low Fat","shrimp, oats, spinach, kale, olive oil, salt, pepper","Cook the shrimp and oats separately. Sauté the spinach and kale. Combine all and season with olive oil, salt, and pepper."
432,eggs + whole wheat pasta + carrots & spinach,371,"High Protein, Plant-Based","eggs, whole wheat pasta, carrots, spinach, olive oil, salt, pepper","Cook the eggs and whole wheat pasta separately. Sauté the carrots and spinach. Combine all and season with olive oil, salt, and pepper."
433,turkey + sweet potato + spinach & zucchini,531,"Mediterranean, Low Carb","turkey, sweet potato, spinach, zucchini, olive oil, salt, pepper","Cook the turkey and sweet potato separately. Sauté the spinach and zucchini. Combine all and season with olive oil, salt, and pepper."
434,turkey + barley + spinach & bell peppers,369,"Mediterranean, Low Carb","turkey, barley, spinach, bell peppers, olive oil, salt, pepper","Cook the turkey and barley separately. Sauté the spinach and bell peppers. Combine all and season with olive oil, salt, and pepper."
435,shrimp + oats + carrots & cauliflower,480,"Low Fat, Mediterranean","shrimp, oats, carrots, cauliflower, olive oil, salt, pepper","Cook the shrimp and oats separately. Sauté the carrots and cauliflower. Combine all and season with olive oil, salt, and pepper."
436,shrimp + brown rice + zucchini & broccoli,541,"High Protein, Low Fat","shrimp, brown rice, zucchini, broccoli, olive oil, salt, pepper","Cook the shrimp and brown rice separately. Sauté the zucchini and broccoli. Combine all and season with olive oil, salt, and pepper."
437,chicken breast + oats + cauliflower & kale,363,"Plant-Based, Low Fat","chicken breast, oats, cauliflower, kale, olive oil, salt, pepper","Cook the chicken breast and oats separately. Sauté the cauliflower and kale. Combine all and season with olive oil, salt, and pepper."
438,eggs + sweet potato + broccoli & cauliflower,472,"Low Carb, Low Fat","eggs, sweet potato, broccoli, cauliflower, olive oil, salt, pepper","Cook the eggs and sweet potato separately. Sauté the broccoli and cauliflower. Combine all and season with olive oil, salt, and pepper."
439,lentils + barley + broccoli & cauliflower,408,"Mediterranean, Plant-Based","lentils, barley, broccoli, cauliflower, olive oil, salt, pepper","Cook the lentils and barley separately. Sauté the broccoli and cauliflower. Combine all and season with olive oil, salt, and pepper."
440,salmon + brown rice + broccoli & cauliflower,333,"Mediterranean, Low Fat","salmon, brown rice, broccoli, cauliflower, olive oil, salt, pepper","Cook the salmon and brown rice separately. Sauté the broccoli and cauliflower. Combine all and season with olive oil, salt, and pepper."
441,shrimp + whole wheat pasta + kale & cauliflower,370,"Mediterranean, High Protein","shrimp, whole wheat pasta, kale, cauliflower, olive oil, salt, pepper","Cook the shrimp and whole wheat pasta separately. Sauté the kale and cauliflower. Combine all and season with olive oil, salt, and pepper."
442,tofu + quinoa + carrots & broccoli,432,"Mediterranean, Plant-Based","tofu, quinoa, carrots, broccoli, olive oil, salt, pepper","Cook the tofu and quinoa separately. Sauté the carrots and broccoli. Combine all and season with olive oil, salt, and pepper."
443,eggs + brown rice + cauliflower & kale,515,"Mediterranean, Plant-Based","eggs, brown rice, cauliflower, kale, olive oil, salt, pepper","Cook the eggs and brown rice separately. Sauté the cauliflower and kale. Combine all and season with olive oil, salt, and pepper."
444,salmon + brown rice + bell peppers & spinach,522,"High Protein, Plant-Based","salmon, brown rice, bell peppers, spinach, olive oil, salt, pepper","Cook the salmon and brown rice separately. Sauté the bell peppers and spinach. Combine all and season with olive oil, salt, and pepper."
445,chicken breast + sweet potato + zucchini & cauliflower,474,"Plant-Based, Low Carb","chicken breast, sweet potato, zucchini, cauliflower, olive oil, salt, pepper","Cook the chicken breast and sweet potato separately. Sauté the zucchini and cauliflower. Combine all and season with olive oil, salt, and pepper."
446,shrimp + quinoa + zucchini & carrots,408,"Low Carb, Mediterranean","shrimp, quinoa, zucchini, carrots, olive oil, salt, pepper","Cook the shrimp and quinoa separately. Sauté the zucchini and carrots. Combine all and season with olive oil, salt, and pepper."
447,lentils + quinoa + carrots & cauliflower,516,"Low Fat, High Protein","lentils, quinoa, carrots, cauliflower, olive oil, salt, pepper","Cook the lentils and quinoa separately. Sauté the carrots and cauliflower. Combine all and season with olive oil, salt, and pepper."
448,eggs + oats + carrots & kale,468,"Plant-Based, Mediterranean","eggs, oats, carrots, kale, olive oil, salt, pepper","Cook the eggs and oats separately. Sauté the carrots and kale. Combine all and season with olive oil, salt, and pepper."
449,shrimp + oats + broccoli & zucchini,489,"Low Carb, High Protein","shrimp, oats, broccoli, zucchini, olive oil, salt, pepper","Cook the shrimp and oats separately. Sauté the broccoli and zucchini. Combine all and season with olive oil, salt, and pepper."
450,shrimp + quinoa + zucchini & cauliflower,426,"Low Carb, Low Fat","shrimp, quinoa, zucchini, cauliflower, olive oil, salt, pepper","Cook the shrimp and quinoa separately. Sauté the zucchini and cauliflower. Combine all and season with olive oil, salt, and pepper."
451,shrimp + whole wheat pasta + spinach & cauliflower,519,"Mediterranean, Plant-Based","shrimp, whole wheat pasta, spinach, cauliflower, olive oil, salt, pepper","Cook the shrimp and whole wheat pasta separately. Sauté the spinach and cauliflower. Combine all and season with olive oil, salt, and pepper."
452,tofu + barley + bell peppers & zucchini,456,"Low Carb, Low Fat","tofu, barley, bell peppers, zucchini, olive oil, salt, pepper","Cook the tofu and barley separately. Sauté the bell peppers and zucchini. Combine all and season with olive oil, salt, and pepper."
453,salmon + brown rice + cauliflower & zucchini,380,"Low Carb, Low Fat","salmon, brown rice, cauliflower, zucchini, olive oil, salt, pepper","Cook the salmon and brown rice separately. Sauté the cauliflower and zucchini. Combine all and season with olive oil, salt, and pepper."
454,tofu + whole wheat pasta + kale & zucchini,518,"Mediterranean, Low Fat","tofu, whole wheat pasta, kale, zucchini, olive oil, salt, pepper","Cook the tofu and whole wheat pasta separately. Sauté the kale and zucchini. Combine all and season with olive oil, salt, and pepper."
455,turkey + whole wheat pasta + spinach & bell peppers,536,"Low Carb, High Protein","turkey, whole wheat pasta, spinach, bell peppers, olive oil, salt, pepper","Cook the turkey and whole wheat pasta separately. Sauté the spinach and bell peppers. Combine all and season with olive oil, salt, and pepper."
456,chicken breast + brown rice + kale & bell peppers,537,"Low Fat, Mediterranean","chicken breast, brown rice, kale, bell peppers, olive oil, salt, pepper","Cook the chicken breast and brown rice separately. Sauté the kale and bell peppers. Combine all and season with olive oil, salt, and pepper."
457,chicken breast + oats + broccoli & bell peppers,516,"Low Carb, High Protein","chicken breast, oats, broccoli, bell peppers, olive oil, salt, pepper","Cook the chicken breast and oats separately. Sauté the broccoli and bell peppers. Combine all and season with olive oil, salt, and pepper."
458,eggs + barley + spinach & kale,406,"Mediterranean, High Protein","eggs, barley, spinach, kale, olive oil, salt, pepper","Cook the eggs and barley separately. Sauté the spinach and kale. Combine all and season with olive oil, salt, and pepper."
459,turkey + quinoa + carrots & bell peppers,510,"Plant-Based, Low Fat","turkey, quinoa, carrots, bell peppers, olive oil, salt, pepper","Cook the turkey and quinoa separately. Sauté the carrots and bell peppers. Combine all and season with olive oil, salt, and pepper."
460,lentils + oats + cauliflower & spinach,441,"Mediterranean, Low Carb","lentils, oats, cauliflower, spinach, olive oil, salt, pepper","Cook the lentils and oats separately. Sauté the cauliflower and spinach. Combine all and season with olive oil, salt, and pepper."
461,lentils + sweet potato + bell peppers & zucchini,521,"Low Carb, Mediterranean","lentils, sweet potato, bell peppers, zucchini, olive oil, salt, pepper","Cook the lentils and sweet potato separately. Sauté the bell peppers and zucchini. Combine all and season with olive oil, salt, and pepper."
462,eggs + brown rice + cauliflower & kale,546,"High Protein, Low Carb","eggs, brown rice, cauliflower, kale, olive oil, salt, pepper","Cook the eggs and brown rice separately. Sauté the cauliflower and kale. Combine all and season with olive oil, salt, and pepper."
463,turkey + barley + cauliflower & bell peppers,522,"Low Fat, High Protein","turkey, barley, cauliflower, bell peppers, olive oil, salt, pepper","Cook the turkey and barley separately. Sauté the cauliflower and bell peppers. Combine all and season with olive oil, salt, and pepper."
464,chicken breast + barley + carrots & spinach,430,"Plant-Based, Low Fat","chicken breast, barley, carrots, spinach, olive oil, salt, pepper","Cook the chicken breast and barley separately. Sauté the carrots and spinach. Combine all and season with olive oil, salt, and pepper."
465,shrimp + brown rice + broccoli & bell peppers,346,"Mediterranean, Plant-Based","shrimp, brown rice, broccoli, bell peppers, olive oil, salt, pepper","Cook the shrimp and brown rice separately. Sauté the broccoli and bell peppers. Combine all and season with olive oil, salt, and pepper."
466,shrimp + whole wheat pasta + kale & cauliflower,466,"High Protein, Low Fat","shrimp, whole wheat pasta, kale, cauliflower, olive oil, salt, pepper","Cook the shrimp and whole wheat pasta separately. Sauté the kale and cauliflower. Combine all and season with olive oil, salt, and pepper."
467,turkey + sweet potato + cauliflower & carrots,363,"Mediterranean, Low Fat","turkey, sweet potato, cauliflower, carrots, olive oil, salt, pepper","Cook the turkey and sweet potato separately. Sauté the cauliflower and carrots. Combine all and season with olive oil, salt, and pepper."
